,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,class
15454,15454,1.22,Ideal,G,VS2,62.0,55.0,7783,6.83,6.87,4.25,reject
15455,15455,0.56,Ideal,I,VVS1,62.0,57.0,1698,5.33,5.29,3.29,reject
15456,15456,0.9,Premium,E,SI1,59.8,58.0,4092,6.26,6.21,3.73,reject
15457,15457,1.01,Fair,F,VS2,65.1,59.0,5784,6.17,6.21,4.03,reject
15458,15458,0.47,Premium,H,VS1,60.3,61.0,1244,5.05,5.04,3.04,reject
15459,15459,0.3,Ideal,H,SI1,62.2,57.0,450,4.27,4.31,2.67,reject
15460,15460,0.42,Premium,H,VVS1,60.9,62.0,1096,4.86,4.8,2.94,reject
15461,15461,0.71,Ideal,I,VS1,62.3,59.0,2368,5.68,5.72,3.55,reject
15462,15462,1.52,Premium,I,VVS2,61.6,58.0,11021,7.41,7.37,4.55,reject
15463,15463,1.24,Ideal,I,VS2,62.4,57.0,5638,6.82,6.9,4.28,reject
15464,15464,0.3,Very Good,G,VS1,62.4,58.0,605,4.22,4.24,2.64,reject
15465,15465,0.93,Ideal,E,SI1,61.9,55.0,4511,6.26,6.31,3.89,reject
15466,15466,1.04,Ideal,D,VS2,61.9,55.0,7220,6.5,6.52,4.03,reject
15467,15467,0.9,Good,F,SI1,63.1,58.0,3950,6.12,6.18,3.88,reject
15468,15468,1.58,Premium,I,I1,60.2,61.0,4459,7.55,7.51,4.53,reject
15469,15469,0.39,Very Good,G,IF,63.5,56.0,1271,4.67,4.65,2.96,reject
15470,15470,1.14,Premium,G,VS2,60.9,57.0,7079,6.79,6.73,4.12,reject
15471,15471,1.24,Ideal,H,VVS1,61.9,55.0,8693,6.85,6.91,4.27,reject
15472,15472,1.04,Very Good,H,SI1,63.1,58.0,4316,6.43,6.37,4.04,reject
15473,15473,1.0,Good,E,SI1,58.0,60.0,5384,6.48,6.52,3.77,reject
15474,15474,0.38,Premium,D,SI1,59.1,58.0,815,4.77,4.74,2.81,reject
15475,15475,1.1,Very Good,E,SI2,60.9,60.0,4539,6.61,6.66,4.04,reject
15476,15476,0.4,Ideal,H,SI1,62.9,56.0,855,4.7,4.65,2.94,reject
15477,15477,0.54,Ideal,H,VS1,61.9,56.0,1637,5.24,5.2,3.23,reject
15478,15478,0.3,Ideal,I,SI1,61.3,56.0,506,4.33,4.32,2.65,reject
15479,15479,1.0,Very Good,H,VS2,63.3,53.0,5000,6.42,6.37,4.05,reject
15480,15480,1.0,Very Good,D,VS2,61.2,60.0,6937,6.4,6.42,3.92,reject
15481,15481,0.72,Fair,G,VS1,66.4,57.0,2396,5.6,5.51,3.69,reject
15482,15482,0.29,Very Good,E,VS1,59.2,58.0,619,4.36,4.39,2.59,accept
15483,15483,0.38,Ideal,G,SI1,61.3,56.0,666,4.63,4.67,2.85,reject
15484,15484,0.32,Ideal,H,IF,61.1,56.0,1116,4.46,4.45,2.72,reject
15485,15485,1.21,Premium,H,SI2,60.0,61.0,5082,6.88,6.79,4.1,reject
15486,15486,1.06,Ideal,E,VS2,61.8,55.0,7788,6.59,6.51,4.05,reject
15487,15487,1.2,Ideal,E,SI1,62.3,55.0,7074,6.78,6.84,4.24,reject
15488,15488,1.01,Ideal,F,SI2,62.4,56.0,3733,6.44,6.38,4.0,reject
15489,15489,0.3,Good,J,VS1,63.5,58.0,394,4.24,4.27,2.7,reject
15490,15490,1.0,Premium,E,SI1,61.6,59.0,5600,6.41,6.38,3.94,reject
15491,15491,0.34,Ideal,H,VVS1,62.2,54.0,740,4.48,4.53,2.8,reject
15492,15492,1.2,Very Good,I,SI1,62.9,57.0,5211,6.73,6.78,4.25,reject
15493,15493,1.21,Good,H,SI1,63.8,64.0,5407,6.72,6.63,4.26,reject
15494,15494,1.5,Premium,G,SI2,60.7,61.0,8736,7.36,7.33,4.46,reject
15495,15495,0.4,Very Good,E,VS1,61.8,56.0,1053,4.74,4.77,2.94,accept
15496,15496,0.73,Very Good,I,VVS2,62.3,58.0,2565,5.75,5.78,3.59,reject
15497,15497,0.3,Very Good,G,SI1,61.4,57.0,447,4.31,4.35,2.66,reject
15498,15498,0.58,Ideal,J,VS1,61.9,58.0,1324,5.31,5.35,3.3,reject
15499,15499,1.21,Premium,H,SI2,58.8,60.0,6098,6.99,6.95,4.1,reject
15500,15500,1.2,Very Good,J,SI1,61.3,59.0,4891,6.83,6.9,4.21,reject
15501,15501,0.52,Very Good,G,VVS2,62.0,57.0,1794,5.15,5.19,3.2,reject
15502,15502,0.74,Very Good,J,SI2,59.1,58.0,1923,5.93,5.99,3.52,reject
15503,15503,0.3,Premium,H,SI1,61.2,60.0,540,4.31,4.29,2.63,reject
15504,15504,0.36,Fair,F,VS1,55.3,67.0,810,4.79,4.72,2.63,accept
15505,15505,1.54,Ideal,G,SI2,61.7,56.0,9530,7.44,7.41,4.58,reject
15506,15506,0.3,Very Good,G,VVS1,62.8,55.0,635,4.28,4.31,2.7,reject
15507,15507,2.03,Premium,D,SI2,61.7,58.0,13229,8.14,8.1,5.01,reject
15508,15508,1.2,Very Good,F,SI1,63.1,58.0,5638,6.75,6.68,4.24,reject
15509,15509,2.12,Ideal,F,SI2,62.3,57.0,17730,8.19,8.22,5.11,reject
15510,15510,1.04,Premium,G,SI1,62.7,59.0,5223,6.47,6.41,4.04,reject
15511,15511,1.09,Very Good,G,VS2,59.9,56.0,5783,6.59,6.73,3.99,reject
15512,15512,0.43,Ideal,I,VS1,61.8,55.0,1218,4.88,4.9,3.02,reject
15513,15513,1.0,Premium,H,SI1,62.7,58.0,4724,6.41,6.32,3.99,reject
15514,15514,0.44,Ideal,G,IF,62.2,53.0,1348,4.9,4.94,3.06,reject
15515,15515,1.04,Ideal,H,SI1,60.3,57.0,4629,6.55,6.58,3.96,reject
15516,15516,0.25,Very Good,G,VS2,61.9,57.0,407,4.05,4.08,2.51,reject
15517,15517,0.55,Premium,D,SI1,61.7,59.0,1728,5.3,5.23,3.25,reject
15518,15518,0.93,Premium,E,SI2,60.5,57.0,4250,6.37,6.32,3.84,reject
15519,15519,0.42,Ideal,F,SI1,61.5,55.0,931,4.82,4.84,2.97,reject
15520,15520,1.03,Premium,H,SI1,62.4,58.0,4274,6.5,6.42,4.03,reject
15521,15521,0.9,Fair,E,SI1,65.0,61.0,3332,6.05,6.02,3.92,reject
15522,15522,0.35,Good,F,SI2,63.8,56.0,460,4.45,4.48,2.85,reject
15523,15523,0.37,Ideal,H,VVS1,61.4,55.0,815,4.64,4.67,2.86,reject
15524,15524,0.31,Premium,I,SI1,60.1,59.0,418,4.38,4.41,2.64,reject
15525,15525,1.0,Good,J,SI1,63.9,60.0,3679,6.26,6.19,3.98,reject
15526,15526,0.49,Premium,G,SI1,60.6,60.0,1026,5.1,5.06,3.08,reject
15527,15527,0.32,Premium,I,IF,60.3,58.0,864,4.45,4.41,2.67,reject
15528,15528,0.51,Ideal,H,VS1,62.7,57.0,1438,5.08,5.13,3.2,reject
15529,15529,1.17,Ideal,I,SI2,61.8,54.0,4999,6.78,6.82,4.2,reject
15530,15530,0.72,Ideal,I,VS2,61.4,56.0,3391,5.77,5.83,3.56,reject
15531,15531,1.12,Ideal,G,VS1,62.5,54.0,8394,6.65,6.69,4.17,reject
15532,15532,0.3,Ideal,I,SI2,61.9,56.0,367,4.3,4.32,2.67,reject
15533,15533,1.16,Ideal,D,VS1,61.2,58.0,10241,6.73,6.76,4.13,reject
15534,15534,0.31,Ideal,H,VS1,61.6,56.0,544,4.34,4.36,2.68,reject
15535,15535,0.71,Good,G,VS2,64.2,58.0,2599,5.59,5.62,3.6,reject
15536,15536,1.1,Premium,I,SI2,62.4,59.0,3696,6.55,6.51,4.08,reject
15537,15537,0.3,Very Good,G,VVS2,63.5,56.0,878,4.34,4.29,2.74,reject
15538,15538,0.95,Premium,D,SI2,60.1,61.0,4341,6.37,6.35,3.82,reject
15539,15539,0.32,Premium,H,SI1,61.3,60.0,576,4.42,4.36,2.69,reject
15540,15540,0.3,Ideal,I,VVS2,61.8,56.0,529,4.31,4.33,2.67,reject
15541,15541,0.9,Very Good,G,SI2,61.2,57.0,3391,6.19,6.23,3.8,reject
15542,15542,1.32,Premium,E,I1,62.2,58.0,5027,7.05,6.97,4.36,accept
15543,15543,2.0,Very Good,G,SI1,63.0,55.0,17724,7.96,8.1,5.06,reject
15544,15544,0.41,Ideal,D,VS1,61.3,54.0,1230,4.83,4.8,2.95,accept
15545,15545,1.52,Very Good,G,VS2,63.4,58.0,11986,7.31,7.24,4.61,reject
15546,15546,1.27,Premium,I,SI1,60.9,59.0,5690,6.99,6.94,4.24,reject
15547,15547,0.52,Very Good,I,VVS2,61.9,56.0,1289,5.16,5.18,3.2,reject
15548,15548,1.07,Ideal,H,VS1,61.0,57.0,7440,6.59,6.63,4.03,reject
15549,15549,0.3,Ideal,I,SI1,62.5,58.0,422,4.25,4.29,2.67,reject
15550,15550,1.01,Good,E,SI2,63.2,59.0,4479,6.34,6.38,4.02,reject
15551,15551,0.36,Premium,D,SI2,63.0,59.0,643,4.52,4.49,2.84,reject
15552,15552,1.13,Very Good,J,SI1,63.5,59.0,4385,6.62,6.55,4.18,reject
15553,15553,1.04,Very Good,G,SI2,62.6,58.0,4375,6.42,6.49,4.04,reject
15554,15554,1.01,Good,F,SI2,64.3,59.0,4197,6.33,6.26,4.05,reject
15555,15555,1.06,Ideal,G,VS2,61.8,57.0,6240,6.56,6.52,4.04,reject
15556,15556,1.59,Very Good,J,VS2,62.9,58.1,8526,7.39,7.45,4.66,reject
15557,15557,1.11,Ideal,H,SI1,62.7,56.0,5386,6.65,6.59,4.15,reject
15558,15558,1.32,Ideal,G,VS1,61.6,57.0,12094,6.97,7.05,4.32,reject
15559,15559,0.92,Very Good,J,SI1,62.6,58.0,3170,6.18,6.22,3.88,reject
15560,15560,0.8,Premium,E,SI2,59.9,58.0,2939,6.03,5.96,3.59,reject
15561,15561,1.04,Premium,D,SI2,61.9,58.0,4543,6.54,6.49,4.03,reject
15562,15562,0.34,Very Good,G,SI2,62.8,59.0,447,4.45,4.47,2.8,reject
15563,15563,0.7,Good,F,SI1,61.1,61.0,2445,5.68,5.71,3.48,reject
15564,15564,1.05,Ideal,I,SI1,62.6,56.0,4466,6.45,6.53,4.06,reject
15565,15565,0.51,Very Good,G,SI1,60.3,61.0,1220,5.12,5.19,3.11,reject
15566,15566,0.31,Very Good,G,VS1,63.2,57.0,802,4.33,4.28,2.72,reject
15567,15567,0.52,Very Good,F,SI1,58.6,61.0,1244,5.28,5.3,3.1,reject
15568,15568,1.08,Premium,I,SI2,62.7,57.0,3805,6.57,6.53,4.11,reject
15569,15569,0.57,Premium,E,SI1,62.2,55.0,1590,5.36,5.31,3.32,reject
15570,15570,0.38,Very Good,H,SI1,63.3,57.0,812,4.62,4.58,2.91,reject
15571,15571,0.7,Good,H,VS2,63.4,60.0,2394,5.59,5.61,3.55,reject
15572,15572,1.01,Very Good,F,VS2,62.8,57.0,7258,6.34,6.44,4.01,reject
15573,15573,0.43,Very Good,E,SI1,63.4,57.0,948,4.84,4.81,3.06,reject
15574,15574,0.33,Ideal,G,VS2,62.3,55.0,579,4.42,4.47,2.77,reject
15575,15575,1.01,Very Good,I,SI1,62.0,54.0,3888,6.36,6.51,3.99,reject
15576,15576,2.0,Very Good,J,SI2,62.6,57.0,12342,7.95,7.99,4.99,reject
15577,15577,0.39,Very Good,H,VS2,60.7,56.0,661,4.77,4.79,2.9,reject
15578,15578,0.38,Ideal,F,SI1,61.3,55.0,710,4.63,4.76,2.88,reject
15579,15579,1.23,Ideal,D,VVS2,62.4,55.0,13653,6.87,6.82,4.27,reject
15580,15580,1.52,Ideal,D,VS1,61.2,57.0,17659,7.4,7.46,4.55,reject
15581,15581,0.58,Premium,D,SI1,60.2,58.0,1879,5.46,5.37,3.26,reject
15582,15582,0.24,Very Good,F,VS1,61.0,57.0,461,4.01,4.04,2.45,accept
15583,15583,1.2,Very Good,G,VS1,63.4,56.0,8596,6.74,6.7,4.26,reject
15584,15584,1.33,Very Good,H,SI2,62.5,58.0,6482,7.04,6.97,4.38,reject
15585,15585,1.11,Premium,H,SI1,58.9,59.0,4748,6.82,6.76,4.0,reject
15586,15586,1.04,Ideal,G,VVS1,62.2,55.0,8637,6.48,6.51,4.04,reject
15587,15587,0.4,Very Good,E,SI2,62.9,58.0,666,4.7,4.74,2.97,reject
15588,15588,0.9,Premium,F,SI2,60.1,59.0,3704,6.31,6.24,3.77,reject
15589,15589,0.3,Premium,D,SI2,60.9,58.0,574,4.32,4.29,2.62,reject
15590,15590,1.23,Ideal,H,VVS2,61.3,55.0,7387,6.9,6.94,4.24,reject
15591,15591,1.2,Premium,I,VS1,62.8,56.0,6021,6.8,6.74,4.25,reject
15592,15592,0.91,Premium,G,SI1,62.8,58.0,3975,6.18,6.15,3.87,reject
15593,15593,0.3,Good,G,VS1,63.6,57.0,605,4.23,4.26,2.7,reject
15594,15594,1.5,Very Good,J,SI1,62.7,58.0,6987,7.22,7.26,4.54,reject
15595,15595,0.32,Ideal,D,SI1,62.0,57.0,589,4.37,4.4,2.72,reject
15596,15596,1.23,Ideal,G,VS2,61.5,54.0,7988,6.89,6.92,4.25,reject
15597,15597,0.38,Very Good,D,SI1,62.0,55.0,586,4.67,4.72,2.91,reject
15598,15598,0.74,Ideal,G,SI1,61.9,56.0,2654,5.8,5.83,3.6,reject
15599,15599,2.02,Premium,J,VS2,61.1,58.0,12832,8.04,8.1,4.93,reject
15600,15600,1.53,Very Good,D,SI1,59.2,57.0,11873,7.52,7.55,4.46,reject
15601,15601,1.18,Ideal,E,I1,61.6,56.0,4153,6.79,6.82,4.19,accept
15602,15602,0.39,Ideal,E,VS1,62.7,53.6,1004,4.67,4.69,2.93,accept
15603,15603,1.6,Ideal,F,VS1,62.0,56.0,18780,7.47,7.52,4.65,reject
15604,15604,0.72,Very Good,E,SI2,62.3,58.0,2252,5.7,5.76,3.57,reject
15605,15605,1.02,Very Good,J,VS2,63.9,57.9,4354,6.28,6.33,4.03,reject
15606,15606,1.01,Very Good,H,VS2,61.0,63.0,5050,6.41,6.38,3.9,reject
15607,15607,1.5,Very Good,E,SI1,63.2,59.0,10356,7.24,7.2,4.56,reject
15608,15608,0.9,Premium,D,VS1,61.2,58.0,6441,6.27,6.25,3.83,reject
15609,15609,1.0,Good,I,SI1,65.6,56.0,4042,6.23,6.3,4.11,reject
15610,15610,1.51,Very Good,J,SI1,60.6,57.0,7125,7.38,7.46,4.5,reject
15611,15611,1.53,Premium,F,VS2,62.2,58.0,13423,7.36,7.27,4.55,reject
15612,15612,2.57,Premium,E,SI2,61.3,60.0,17116,8.82,8.73,5.38,reject
15613,15613,0.72,Premium,D,SI2,59.1,58.0,2043,5.88,5.83,3.46,reject
15614,15614,0.31,Premium,E,VS1,62.6,60.0,879,4.33,4.29,2.7,accept
15615,15615,0.74,Premium,F,SI1,60.7,59.0,2415,5.85,5.82,3.54,reject
15616,15616,0.77,Premium,H,VS2,59.4,60.0,2546,6.0,5.96,3.55,reject
15617,15617,2.39,Ideal,J,VS1,62.1,57.0,17365,8.53,8.57,5.31,reject
15618,15618,0.81,Premium,D,SI2,59.2,57.0,2809,6.15,6.05,3.61,reject
15619,15619,0.42,Ideal,F,VS1,61.3,57.0,1103,4.85,4.8,2.96,accept
15620,15620,0.81,Good,D,SI2,63.8,55.0,2604,5.91,5.89,3.77,reject
15621,15621,0.3,Ideal,H,VS1,62.3,55.0,675,4.34,4.29,2.69,reject
15622,15622,0.43,Ideal,H,SI1,61.9,55.0,783,4.84,4.88,3.01,reject
15623,15623,1.05,Fair,I,VS1,58.9,66.0,4281,6.71,6.6,3.92,reject
15624,15624,0.83,Ideal,F,SI1,61.8,55.0,4009,6.01,6.06,3.73,reject
15625,15625,0.31,Good,J,VS1,61.9,61.0,412,4.29,4.34,2.67,reject
15626,15626,0.92,Premium,E,SI1,59.8,59.0,4562,6.33,6.37,3.8,reject
15627,15627,1.0,Premium,H,SI1,61.8,60.0,3991,6.37,6.31,3.92,reject
15628,15628,0.38,Ideal,F,SI1,60.9,55.0,844,4.7,4.72,2.87,reject
15629,15629,0.8,Fair,E,SI1,56.3,63.0,2885,6.22,6.14,3.48,reject
15630,15630,1.01,Good,F,SI1,63.5,59.0,4759,6.3,6.39,4.03,reject
15631,15631,2.01,Very Good,I,VS1,59.8,63.0,17068,8.14,8.11,4.86,reject
15632,15632,1.02,Ideal,I,SI2,62.9,56.0,3521,6.45,6.37,4.03,reject
15633,15633,0.4,Ideal,G,VS1,62.3,57.0,819,4.68,4.73,2.93,reject
15634,15634,1.2,Ideal,D,VVS2,61.9,56.0,16130,6.81,6.83,4.22,reject
15635,15635,0.3,Good,G,VS2,63.1,58.0,491,4.23,4.27,2.68,reject
15636,15636,2.01,Very Good,I,VS2,59.2,62.0,16626,8.14,8.17,4.83,reject
15637,15637,0.51,Good,D,SI2,63.8,56.0,1268,5.09,5.07,3.24,reject
15638,15638,1.05,Premium,F,SI2,62.3,56.0,4363,6.55,6.51,4.07,reject
15639,15639,1.53,Premium,D,SI1,61.6,58.0,10712,7.35,7.42,4.55,reject
15640,15640,0.37,Ideal,H,VS2,60.7,58.0,603,4.64,4.68,2.83,reject
15641,15641,1.02,Good,J,SI2,63.1,58.0,3298,6.34,6.38,4.01,reject
15642,15642,0.7,Very Good,E,SI1,63.2,61.0,2164,5.61,5.49,3.51,reject
15643,15643,0.41,Very Good,G,VVS2,61.6,56.0,1007,4.76,4.78,2.94,reject
15644,15644,0.4,Very Good,E,SI1,62.0,61.0,687,4.67,4.71,2.91,reject
15645,15645,0.5,Very Good,D,SI1,58.8,60.0,1436,5.17,5.23,3.06,reject
15646,15646,1.2,Premium,G,VVS2,61.2,58.0,10053,6.88,6.84,4.2,reject
15647,15647,0.29,Very Good,F,VS1,59.1,60.0,504,4.33,4.36,2.57,accept
15648,15648,1.0,Premium,G,VS1,58.6,61.0,6989,6.57,6.5,3.83,reject
15649,15649,0.54,Premium,H,VS1,61.9,56.0,1637,5.29,5.24,3.26,reject
15650,15650,1.03,Premium,E,SI2,61.8,59.0,4758,6.42,6.47,3.98,reject
15651,15651,1.53,Ideal,G,VS1,62.2,56.0,13994,7.36,7.31,4.56,reject
15652,15652,1.22,Very Good,E,VS2,59.5,60.0,9495,6.91,7.0,4.14,reject
15653,15653,1.02,Premium,H,SI2,59.8,59.0,4207,6.5,6.54,3.9,reject
15654,15654,0.41,Ideal,D,SI1,61.3,56.0,722,4.8,4.82,2.95,reject
15655,15655,0.73,Fair,D,SI1,64.5,56.0,2539,5.7,5.65,3.66,reject
15656,15656,1.0,Very Good,H,VVS2,62.6,56.0,6249,6.36,6.39,3.99,reject
15657,15657,0.6,Ideal,I,SI1,60.7,58.0,1295,5.43,5.45,3.3,reject
15658,15658,1.32,Very Good,J,SI1,63.5,57.0,4657,6.98,6.95,4.42,reject
15659,15659,2.01,Premium,J,VS2,60.4,59.0,13619,8.1,8.15,4.91,reject
15660,15660,1.92,Ideal,H,SI1,61.3,57.0,15472,8.0,8.06,4.92,reject
15661,15661,1.33,Premium,I,SI2,62.4,58.0,5832,7.04,7.02,4.39,reject
15662,15662,0.37,Premium,E,VS1,60.4,58.0,1124,4.66,4.61,2.8,accept
15663,15663,1.19,Ideal,H,I1,60.3,57.0,3864,6.93,6.83,4.15,reject
15664,15664,2.01,Very Good,H,SI1,60.0,58.0,17095,8.16,8.25,4.92,reject
15665,15665,0.56,Ideal,H,VS2,61.7,54.0,1427,5.31,5.33,3.28,reject
15666,15666,1.43,Premium,G,VS2,62.2,58.0,10609,7.18,7.15,4.46,reject
15667,15667,2.02,Premium,H,SI2,62.6,59.0,13850,8.03,7.97,5.01,reject
15668,15668,1.34,Premium,G,SI2,61.7,58.0,6583,7.1,7.04,4.36,reject
15669,15669,0.44,Ideal,F,SI1,61.4,56.0,761,4.89,4.94,3.02,reject
15670,15670,1.0,Good,E,VS2,61.5,62.0,6073,6.37,6.42,3.93,reject
15671,15671,1.27,Premium,I,I1,60.2,62.0,3732,7.05,7.0,4.23,reject
15672,15672,1.53,Ideal,I,SI2,61.9,58.0,8637,7.39,7.34,4.56,reject
15673,15673,1.12,Ideal,H,VS2,61.8,55.0,6222,6.7,6.64,4.12,reject
15674,15674,1.01,Very Good,G,VS2,63.4,55.0,6406,6.35,6.4,4.04,reject
15675,15675,0.25,Very Good,G,VVS1,63.7,54.0,451,3.98,4.03,2.55,reject
15676,15676,0.9,Premium,E,SI2,63.0,57.0,3084,6.08,6.05,3.82,reject
15677,15677,0.38,Good,H,SI1,63.3,57.0,633,4.58,4.62,2.91,reject
15678,15678,0.43,Premium,D,SI1,60.1,58.0,830,4.89,4.93,2.95,reject
15679,15679,0.4,Good,E,SI1,63.7,56.0,687,4.66,4.69,2.98,reject
15680,15680,0.31,Premium,G,VVS1,62.2,59.0,816,4.3,4.32,2.68,reject
15681,15681,1.02,Premium,E,VVS1,62.2,57.0,10867,6.59,6.4,4.04,reject
15682,15682,0.73,Ideal,G,VS2,61.8,54.0,2839,5.8,5.82,3.59,reject
15683,15683,0.32,Premium,H,VVS1,62.5,58.0,730,4.33,4.37,2.72,reject
15684,15684,0.76,Ideal,I,VS2,61.7,56.0,3075,5.87,5.9,3.63,reject
15685,15685,0.9,Good,F,SI2,63.1,56.0,3519,6.12,6.18,3.88,reject
15686,15686,0.51,Good,H,SI2,56.7,60.0,1060,5.38,5.35,3.04,reject
15687,15687,0.6,Ideal,G,VS1,61.2,56.0,2147,5.43,5.47,3.33,reject
15688,15688,0.31,Premium,G,SI1,61.9,56.0,593,4.38,4.34,2.7,reject
15689,15689,0.3,Very Good,J,VS2,61.6,61.0,368,4.28,4.33,2.65,reject
15690,15690,0.41,Ideal,G,VVS2,62.9,56.0,1076,4.74,4.7,2.97,reject
15691,15691,2.03,Fair,G,I1,66.3,56.0,6377,7.81,7.75,5.16,reject
15692,15692,1.01,Very Good,H,SI1,62.9,56.0,5433,6.34,6.41,4.01,reject
15693,15693,2.03,Premium,J,VS1,59.3,60.0,14588,8.36,8.28,4.93,reject
15694,15694,0.4,Very Good,F,SI1,61.5,60.0,707,4.77,4.7,2.91,reject
15695,15695,0.7,Premium,E,SI1,60.7,58.0,2679,5.73,5.74,3.48,reject
15696,15696,0.73,Good,E,SI2,63.3,57.0,2388,5.69,5.72,3.61,reject
15697,15697,1.03,Premium,G,VS2,62.3,59.0,6327,6.42,6.38,3.99,reject
15698,15698,0.72,Ideal,G,VVS2,61.9,57.0,3849,5.72,5.75,3.55,reject
15699,15699,0.72,Ideal,E,SI2,61.9,55.0,2398,5.76,5.78,3.57,reject
15700,15700,0.31,Good,H,VS1,64.0,59.0,539,4.25,4.28,2.73,reject
15701,15701,0.31,Ideal,G,SI1,61.9,55.0,493,4.38,4.41,2.72,reject
15702,15702,0.9,Premium,E,SI1,62.8,58.0,4677,6.13,6.09,3.84,reject
15703,15703,1.29,Premium,G,VS2,58.7,58.0,8842,7.27,7.11,4.22,reject
15704,15704,0.76,Premium,J,VS1,61.1,58.0,2262,5.91,5.85,3.59,reject
15705,15705,0.3,Premium,H,VS2,62.7,59.0,608,4.27,4.22,2.66,reject
15706,15706,1.03,Ideal,I,VS1,61.3,53.0,5181,6.54,6.57,4.01,reject
15707,15707,0.53,Premium,E,SI2,59.9,58.0,984,5.31,5.27,3.17,reject
15708,15708,1.51,Premium,E,SI1,59.6,61.0,12236,7.53,7.43,4.46,reject
15709,15709,0.67,Ideal,H,SI1,62.1,54.0,1550,5.61,5.66,3.5,reject
15710,15710,0.41,Premium,H,VVS2,59.8,60.0,999,4.86,4.79,2.88,reject
15711,15711,0.92,Premium,F,SI1,62.6,59.0,3684,6.23,6.19,3.89,reject
15712,15712,1.52,Premium,E,SI1,62.4,59.0,10963,7.37,7.34,4.59,reject
15713,15713,1.07,Ideal,G,VS2,61.4,57.0,7275,6.56,6.63,4.05,reject
15714,15714,0.5,Very Good,D,SI1,61.0,61.0,1436,5.08,5.11,3.11,reject
15715,15715,0.51,Premium,G,VS2,62.4,58.0,1546,5.12,5.11,3.19,reject
15716,15716,0.53,Ideal,H,VS2,62.6,57.0,1412,5.17,5.15,3.23,reject
15717,15717,0.7,Ideal,J,VS1,61.4,55.0,2107,5.72,5.75,3.53,reject
15718,15718,0.78,Very Good,I,SI2,62.5,58.0,2132,5.82,5.89,3.66,reject
15719,15719,0.37,Premium,D,VS1,61.9,58.0,1006,4.62,4.56,2.84,accept
15720,15720,1.52,Ideal,H,I1,61.6,56.0,6793,7.75,7.73,4.77,reject
15721,15721,0.36,Ideal,G,VS1,61.3,56.0,746,4.6,4.64,2.83,reject
15722,15722,0.4,Good,H,VS1,63.4,58.0,807,4.74,4.66,2.98,reject
15723,15723,2.01,Good,G,SI1,60.8,61.0,18077,7.99,8.09,4.89,reject
15724,15724,0.54,Ideal,G,SI1,62.6,57.0,1292,5.18,5.21,3.25,reject
15725,15725,0.33,Ideal,G,VS1,61.4,55.0,854,4.48,4.44,2.74,reject
15726,15726,0.51,Ideal,G,VS1,61.9,56.0,1691,5.12,5.16,3.18,reject
15727,15727,1.05,Ideal,G,VS2,61.8,57.0,6586,6.53,6.48,4.02,reject
15728,15728,0.32,Very Good,H,VVS1,62.7,57.0,730,4.36,4.41,2.75,reject
15729,15729,0.8,Very Good,H,VVS1,61.9,56.0,3737,5.93,5.96,3.69,reject
15730,15730,0.33,Very Good,I,VVS2,62.1,56.0,579,4.41,4.45,2.75,reject
15731,15731,0.58,Very Good,G,VVS2,62.0,57.0,2078,5.33,5.34,3.31,reject
15732,15732,0.3,Premium,G,VS2,61.6,60.0,675,4.33,4.28,2.65,reject
15733,15733,0.9,Very Good,H,SI2,61.5,59.0,3208,6.15,6.2,3.8,reject
15734,15734,2.09,Ideal,H,SI2,62.0,59.0,15589,8.15,8.2,5.07,reject
15735,15735,0.36,Premium,G,SI1,61.8,59.0,689,4.57,4.55,2.82,reject
15736,15736,1.74,Premium,D,SI2,61.9,58.0,12052,7.73,7.67,4.77,reject
15737,15737,1.29,Ideal,J,SI1,61.5,57.0,6097,7.0,7.06,4.32,reject
15738,15738,0.9,Good,H,VS1,64.1,57.0,4234,6.07,6.04,3.88,reject
15739,15739,0.34,Premium,D,SI2,60.6,60.0,507,4.48,4.53,2.73,reject
15740,15740,1.31,Ideal,I,VS2,62.4,57.0,6338,6.93,6.97,4.34,reject
15741,15741,1.28,Ideal,G,VS1,62.7,53.0,9372,6.94,6.97,4.36,reject
15742,15742,0.44,Ideal,D,SI1,61.6,56.0,838,4.9,4.93,3.03,reject
15743,15743,0.61,Ideal,H,SI1,61.9,54.0,1416,5.44,5.48,3.38,reject
15744,15744,1.5,Premium,F,VS2,61.6,58.0,14071,7.31,7.37,4.52,reject
15745,15745,0.51,Ideal,G,SI2,62.0,56.0,1188,5.13,5.16,3.19,reject
15746,15746,0.5,Good,G,SI1,63.6,55.0,1197,5.03,5.06,3.21,reject
15747,15747,1.08,Premium,E,SI1,59.6,60.0,5908,6.73,6.66,3.99,reject
15748,15748,1.01,Ideal,E,SI2,61.2,54.0,4751,6.52,6.49,3.98,reject
15749,15749,0.46,Ideal,J,IF,61.8,56.0,1221,4.98,4.95,3.07,reject
15750,15750,1.12,Ideal,H,SI1,61.6,56.0,6962,6.64,6.68,4.11,reject
15751,15751,0.89,Premium,G,SI1,61.1,58.0,3190,6.24,6.17,3.79,reject
15752,15752,1.14,Premium,I,SI1,62.2,58.0,4788,6.7,6.67,4.16,reject
15753,15753,0.78,Very Good,D,VS2,62.2,56.0,3668,5.85,5.91,3.66,reject
15754,15754,0.32,Premium,I,SI1,62.7,58.0,432,4.34,4.37,2.73,reject
